date,Channel_0,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9
2020-01-01 00:00:00,-3.5022820304730544,6.498473616482784,9.303280608062307,-4.492845730978985,-5.24772939312642,-10.0,-0.185594079599241,-1.2540062555088127,-0.4682320671965527,10.0
2020-01-01 00:00:02,-8.361673599565023,1.4452738213131229,-3.9766036275385375,-3.789393119853287,7.281968585493729,-10.0,6.484768881318246,-7.951343446409936,10.0,0.4644792739897241
2020-01-01 00:00:04,-4.336742735127245,9.387144860933574,-7.224961711175695,8.9374634960555,-10.0,-3.456652296840616,10.0,-0.4580206325969698,0.5946724644406913,8.191028231504049
2020-01-01 00:00:06,-8.960544064928776,-1.4934261437136174,-10.0,7.129724598706105,-6.411167939243507,-8.162861644351052,10.0,-8.601639745986237,-2.967463109413704,-6.05920253281945
2020-01-01 00:00:08,1.0552077254265413,-6.188747342784055,3.9626796283429986,9.999999999999996,-10.0,4.307452731688329,0.9259517399484328,-6.131797814785589,-2.6721007303701576,-4.202613740590468
2020-01-01 00:00:10,0.690208319773916,5.146175008512415,10.0,-6.106335526229088,6.720332343714567,-2.1881287892661447,-7.762917061957232,-0.291517504524549,-10.0,-4.417445705599135
2020-01-01 00:00:12,10.000000000000014,-9.063623701523229,-10.0,-0.0272087874331248,-7.299485683306699,-5.03321998235441,2.731448383721528,-3.249396406413325,-2.225611637231935,5.078784769130209
2020-01-01 00:00:14,3.0457735980107365,-10.0,-3.608324660538397,2.5174165276411813,-2.298253945100253,-4.605564491089719,9.999999999999996,6.724582580865775,-2.8726593164516316,-3.1229531826804333
2020-01-01 00:00:16,-2.559417268744829,-7.08867855379188,-5.777390408521839,-10.0,-7.244991915196037,-6.370140534037702,10.0,-9.77630487614366,-6.14380461440159,7.566829169849982
2020-01-01 00:00:18,5.672225674971292,8.956210698819152,6.030191903954707,-10.0,5.202712337828219,6.368441206999629,9.999999999999998,4.429904218154018,8.005443664660353,5.702793172174161
2020-01-01 00:00:20,8.430363397061935,10.0,8.685653235398902,-10.0,9.900370801853004,7.687462871946679,-4.966164502655317,9.260470089305617,8.163029033614219,-6.640381460713209
2020-01-01 00:00:22,-7.612572299284434,-9.982489714770349,-9.435906264270406,2.299984221178469,-8.299402396925542,-10.0,10.0,-9.03850440451144,-8.756307453394378,9.880235762815058
2020-01-01 00:00:24,-6.400257107831706,-10.0,6.275842967008424,9.999999999999998,-0.6627676822286697,-1.1637220225010418,8.757769312218457,-9.52840283389256,-9.009954835774646,8.836995649928015
2020-01-01 00:00:26,7.359353596268608,7.821589106105893,8.399956903384483,10.0,7.028419786842173,8.976369113718086,-10.0,8.58638613856255,8.077852757611192,-7.617213833950016
2020-01-01 00:00:28,9.959755871104749,6.973617100832021,7.485760421895689,4.157168029567507,8.96335828271573,8.155844256668445,-7.777496546334314,9.999999999999996,7.223946480155783,-10.0
2020-01-01 00:00:30,8.215363323883869,9.1595734906174,8.668952995482858,3.4991571535023596,10.0,6.711042327182126,-10.0,6.804988173732401,9.483794947552058,-8.063241933808607
2020-01-01 00:00:32,4.291406404250082,6.487537379518283,5.737457257330584,4.0419685228939395,0.4905305384487759,10.000000000000004,-7.421728345173138,7.312264439034264,8.112556064291713,-10.0
