date,data,cols
2020-01-01 00:00:00,0.04326561561820189,simple_fat_tailed_signal
2020-01-01 01:00:00,0.9726121136825977,simple_fat_tailed_signal
2020-01-01 02:00:00,7.424821590150439,simple_fat_tailed_signal
2020-01-01 03:00:00,2.8802747216826665,simple_fat_tailed_signal
2020-01-01 04:00:00,3.3563960611943147,simple_fat_tailed_signal
2020-01-01 05:00:00,3.7874619659263087,simple_fat_tailed_signal
2020-01-01 06:00:00,3.754854399361382,simple_fat_tailed_signal
2020-01-01 07:00:00,3.9124253056249905,simple_fat_tailed_signal
2020-01-01 08:00:00,3.4717896196078004,simple_fat_tailed_signal
2020-01-01 09:00:00,1.279734682759805,simple_fat_tailed_signal
2020-01-01 10:00:00,1.9418039670818186,simple_fat_tailed_signal
2020-01-01 11:00:00,0.8662646990731901,simple_fat_tailed_signal
2020-01-01 12:00:00,0.1865917286210984,simple_fat_tailed_signal
2020-01-01 13:00:00,-1.1925087104479033,simple_fat_tailed_signal
2020-01-01 14:00:00,-1.4099220676481403,simple_fat_tailed_signal
2020-01-01 15:00:00,-2.5605011078907385,simple_fat_tailed_signal
2020-01-01 16:00:00,-3.5650447002781345,simple_fat_tailed_signal
2020-01-01 17:00:00,-4.044886713958622,simple_fat_tailed_signal
2020-01-01 18:00:00,-3.692608995547686,simple_fat_tailed_signal
2020-01-01 19:00:00,-3.894189641544995,simple_fat_tailed_signal
2020-01-01 20:00:00,-3.382283522729001,simple_fat_tailed_signal
2020-01-01 21:00:00,-2.771049801476215,simple_fat_tailed_signal
2020-01-01 22:00:00,-2.1089538952185527,simple_fat_tailed_signal
2020-01-01 23:00:00,-1.0515365874049079,simple_fat_tailed_signal
2020-01-02 00:00:00,-0.04257633373915987,simple_fat_tailed_signal
2020-01-02 01:00:00,1.116969284536424,simple_fat_tailed_signal
2020-01-02 02:00:00,1.9951587063804923,simple_fat_tailed_signal
2020-01-02 03:00:00,7.180937540642368,simple_fat_tailed_signal
2020-01-02 04:00:00,3.483681828634208,simple_fat_tailed_signal
2020-01-02 05:00:00,3.847972589639585,simple_fat_tailed_signal
2020-01-02 06:00:00,4.456747062926169,simple_fat_tailed_signal
2020-01-02 07:00:00,3.7372251176810956,simple_fat_tailed_signal
2020-01-02 08:00:00,3.5310108321272575,simple_fat_tailed_signal
2020-01-02 09:00:00,2.8467480636232216,simple_fat_tailed_signal
2020-01-02 10:00:00,1.7822071426376227,simple_fat_tailed_signal
2020-01-02 11:00:00,1.0122300634336125,simple_fat_tailed_signal
2020-01-02 12:00:00,0.0008662349195200437,simple_fat_tailed_signal
2020-01-02 13:00:00,-1.1736632362198758,simple_fat_tailed_signal
2020-01-02 14:00:00,-2.0219677554776854,simple_fat_tailed_signal
2020-01-02 15:00:00,-2.749856211121893,simple_fat_tailed_signal
2020-01-02 16:00:00,-3.681647884545854,simple_fat_tailed_signal
2020-01-02 17:00:00,-3.900122489131097,simple_fat_tailed_signal
2020-01-02 18:00:00,-4.093874780155562,simple_fat_tailed_signal
2020-01-02 19:00:00,-3.8337138541625673,simple_fat_tailed_signal
2020-01-02 20:00:00,-3.3120163224399235,simple_fat_tailed_signal
2020-01-02 21:00:00,-2.9265485293187083,simple_fat_tailed_signal
2020-01-02 22:00:00,-3.717749898110857,simple_fat_tailed_signal
2020-01-02 23:00:00,-1.1134488405455825,simple_fat_tailed_signal
2020-01-03 00:00:00,-0.10143538381651887,simple_fat_tailed_signal
2020-01-03 01:00:00,1.1334624770616104,simple_fat_tailed_signal
2020-01-03 02:00:00,2.0573426669553956,simple_fat_tailed_signal
2020-01-03 03:00:00,2.6643848912591888,simple_fat_tailed_signal
2020-01-03 04:00:00,3.5183047828176037,simple_fat_tailed_signal
2020-01-03 05:00:00,3.932750448609237,simple_fat_tailed_signal
2020-01-03 06:00:00,4.109587701733884,simple_fat_tailed_signal
2020-01-03 07:00:00,4.105126537075273,simple_fat_tailed_signal
2020-01-03 08:00:00,3.6577898376414972,simple_fat_tailed_signal
2020-01-03 09:00:00,2.8715962188009345,simple_fat_tailed_signal
2020-01-03 10:00:00,2.1208667298468424,simple_fat_tailed_signal
2020-01-03 11:00:00,0.9510919055804853,simple_fat_tailed_signal
2020-01-03 12:00:00,-0.06542762131612455,simple_fat_tailed_signal
2020-01-03 13:00:00,-1.077359978683468,simple_fat_tailed_signal
2020-01-03 14:00:00,-1.9984243946525528,simple_fat_tailed_signal
2020-01-03 15:00:00,-2.302004222579374,simple_fat_tailed_signal
2020-01-03 16:00:00,-3.5125191886021123,simple_fat_tailed_signal
2020-01-03 17:00:00,-3.8390740740413563,simple_fat_tailed_signal
2020-01-03 18:00:00,-3.9815151844876713,simple_fat_tailed_signal
2020-01-03 19:00:00,-3.8811928659571846,simple_fat_tailed_signal
2020-01-03 20:00:00,-3.650383185695182,simple_fat_tailed_signal
2020-01-03 21:00:00,-2.7888236959110633,simple_fat_tailed_signal
2020-01-03 22:00:00,-2.099094616255777,simple_fat_tailed_signal
2020-01-03 23:00:00,-0.9576798431911816,simple_fat_tailed_signal
2020-01-04 00:00:00,0.03371167651348988,simple_fat_tailed_signal
2020-01-04 01:00:00,1.1455805759519433,simple_fat_tailed_signal
2020-01-04 02:00:00,2.0313303923694357,simple_fat_tailed_signal
2020-01-04 03:00:00,2.899457562315216,simple_fat_tailed_signal
2020-01-04 04:00:00,3.5173083673235936,simple_fat_tailed_signal
2020-01-04 05:00:00,3.927578393470464,simple_fat_tailed_signal
2020-01-04 06:00:00,3.882630524918601,simple_fat_tailed_signal
2020-01-04 07:00:00,3.80526283925713,simple_fat_tailed_signal
2020-01-04 08:00:00,3.201465949978742,simple_fat_tailed_signal
2020-01-04 09:00:00,2.915114884062692,simple_fat_tailed_signal
2020-01-04 10:00:00,1.0007159468341071,simple_fat_tailed_signal
2020-01-04 11:00:00,1.0634960403338505,simple_fat_tailed_signal
2020-01-04 12:00:00,-0.1513328307746302,simple_fat_tailed_signal
2020-01-04 13:00:00,-0.5152002670758731,simple_fat_tailed_signal
2020-01-04 14:00:00,-1.9126843480998825,simple_fat_tailed_signal
2020-01-04 15:00:00,-2.4370994965882504,simple_fat_tailed_signal
2020-01-04 16:00:00,-3.2839940130992704,simple_fat_tailed_signal
2020-01-04 17:00:00,-3.8468828066045884,simple_fat_tailed_signal
2020-01-04 18:00:00,-3.642375878363238,simple_fat_tailed_signal
2020-01-04 19:00:00,-3.658613636521767,simple_fat_tailed_signal
2020-01-04 20:00:00,-3.400265652316188,simple_fat_tailed_signal
2020-01-04 21:00:00,-2.5121782341294354,simple_fat_tailed_signal
2020-01-04 22:00:00,-1.6918712671097373,simple_fat_tailed_signal
2020-01-04 23:00:00,-1.236264043380243,simple_fat_tailed_signal
2020-01-05 00:00:00,-0.9834827009343264,simple_fat_tailed_signal
2020-01-05 01:00:00,2.2677935233321644,simple_fat_tailed_signal
2020-01-05 02:00:00,2.020678800491804,simple_fat_tailed_signal
2020-01-05 03:00:00,2.930597149136712,simple_fat_tailed_signal
2020-01-05 04:00:00,3.4580650606009113,simple_fat_tailed_signal
2020-01-05 05:00:00,4.076176197068186,simple_fat_tailed_signal
2020-01-05 06:00:00,4.279105249827461,simple_fat_tailed_signal
2020-01-05 07:00:00,3.8231283565778855,simple_fat_tailed_signal
2020-01-05 08:00:00,3.1114215286724685,simple_fat_tailed_signal
2020-01-05 09:00:00,2.9209760915143472,simple_fat_tailed_signal
2020-01-05 10:00:00,2.2037978220756527,simple_fat_tailed_signal
2020-01-05 11:00:00,1.087790028494818,simple_fat_tailed_signal
2020-01-05 12:00:00,-0.00397283341699493,simple_fat_tailed_signal
2020-01-05 13:00:00,-1.010932833420506,simple_fat_tailed_signal
2020-01-05 14:00:00,-2.0181445773394366,simple_fat_tailed_signal
2020-01-05 15:00:00,-2.0750103146311023,simple_fat_tailed_signal
2020-01-05 16:00:00,-3.175673535783307,simple_fat_tailed_signal
