date,data,cols
2023-01-02 00:00:00,0.6820137116211347,cause
2023-01-02 01:00:00,0.6784080213600598,cause
2023-01-02 02:00:00,0.8738664374728554,cause
2023-01-02 03:00:00,1.1614921057373881,cause
2023-01-02 04:00:00,1.6188005380673647,cause
2023-01-02 05:00:00,1.7518457459199261,cause
2023-01-02 06:00:00,1.718341146321989,cause
2023-01-02 07:00:00,1.5385082736808224,cause
2023-01-02 08:00:00,1.4047874431384682,cause
2023-01-02 09:00:00,1.3993575497941184,cause
2023-01-02 10:00:00,1.0089629517318865,cause
2023-01-02 11:00:00,0.31696964568326935,cause
2023-01-02 12:00:00,0.9201653095587532,cause
2023-01-02 13:00:00,0.13604222698168747,cause
2023-01-02 14:00:00,-0.11671161396237875,cause
2023-01-02 15:00:00,-0.7252236038148892,cause
2023-01-02 16:00:00,-0.7628257378575295,cause
2023-01-02 17:00:00,-0.04559193371544279,cause
2023-01-02 18:00:00,-0.7774542830349378,cause
2023-01-02 19:00:00,-0.4136090043129027,cause
2023-01-02 20:00:00,-0.37431335690567596,cause
2023-01-02 21:00:00,-0.4284405626270524,cause
2023-01-02 22:00:00,0.49311469426024207,cause
2023-01-02 23:00:00,0.16681895952065673,cause
2023-01-03 00:00:00,0.31943775394645313,cause
2023-01-03 01:00:00,0.37074366018045457,cause
2023-01-03 02:00:00,0.7370999893800255,cause
2023-01-03 03:00:00,1.3954007708026022,cause
2023-01-03 04:00:00,1.5601952429798271,cause
2023-01-03 05:00:00,0.9190282071815957,cause
2023-01-03 06:00:00,1.695932460363933,cause
2023-01-03 07:00:00,0.936878464660421,cause
2023-01-03 08:00:00,1.5622504658607823,cause
2023-01-03 09:00:00,0.8544189340528157,cause
2023-01-03 10:00:00,1.0206728674040029,cause
2023-01-03 11:00:00,1.0517645301465928,cause
2023-01-03 12:00:00,0.39048595266322284,cause
2023-01-03 13:00:00,0.47534556852346815,cause
2023-01-03 14:00:00,0.14813010876390073,cause
2023-01-03 15:00:00,0.32282766508457567,cause
2023-01-03 16:00:00,-0.29923940868190485,cause
2023-01-03 17:00:00,-0.3318415927077832,cause
2023-01-03 18:00:00,-1.0701681127983764,cause
2023-01-03 19:00:00,-0.49609956391613713,cause
2023-01-03 20:00:00,-0.2790099156674507,cause
2023-01-03 21:00:00,-0.01923536157105382,cause
2023-01-03 22:00:00,-0.011472729401365706,cause
